V 1468
h web/stream/client/index/table52.json 3277 21.5220,-14.6570 21.6480,-14.7690 21.7320,-14.6740 21.6060,-14.5620
h web/stream/client/index/retry13.ts 3277 21.3360,-14.4120 21.3280,-14.5780 21.4930,-14.5860 21.5010,-14.4200
h web/stream/client/index/token25.go 3284 20.0350,-13.4000 20.6150,-13.4010 20.6150,-13.0620 20.0350,-13.0620
h web/stream/client/index/state27.ts 3284 20.0620,-13.3650 20.5710,-13.3950 20.5880,-13.0980 20.0790,-13.0680
h web/stream/client/index/state32.rs 3285 20.1110,-12.3950 20.1510,-12.4220 20.1590,-12.4100 20.1200,-12.3820
h web/stream/client/index/panel19.ts 3285 20.3560,-11.9690 20.4940,-12.0250 20.5330,-11.9300 20.3950,-11.8730
h docs/billing/ledger/event18.md 3289 20.2730,7.6620 20.2780,7.7300 20.2500,7.7320 20.2450,7.6640
h docs/billing/ledger/shard1.md 3289 20.5330,7.6040 20.5570,7.7120 20.5140,7.7220 20.4900,7.6140
h docs/billing/ledger/modal13.tsx 3289 21.0350,7.6830 21.0350,7.6830 21.0350,7.6830 21.0350,7.6830
h docs/billing/ledger/hasher11.md 3289 21.0350,7.6830 21.0350,7.6830 21.0350,7.6830 21.0350,7.6830
h server/domain/limit/guard/trace0.rs 3292 -1.1120,-20.2450 -0.7180,-20.5880 -0.5550,-20.4000 -0.9490,-20.0570
h vendor/ui/loader/mapper5.tsx 3297 -1.0540,-22.2660 -0.8170,-22.2160 -0.8440,-22.0870 -1.0810,-22.1360
h packages/hooks/session/state/account16.py 3305 -12.6630,-19.6000 -12.6440,-19.4000 -12.7580,-19.3890 -12.7770,-19.5890
h packages/hooks/session/state/mapper9.rs 3305 -12.8980,-19.5390 -12.8450,-19.3110 -12.9410,-19.2890 -12.9940,-19.5160
h packages/hooks/session/state/panel3.md 3306 -12.9830,-18.9210 -12.9310,-19.2300 -12.7150,-19.1940 -12.7660,-18.8850
h packages/hooks/session/state/router10.rs 3307 -13.1980,-18.9190 -13.0420,-18.6420 -13.2410,-18.5300 -13.3970,-18.8070
h packages/hooks/session/state/signer7.tsx 3307 -13.2210,-18.9470 -13.0090,-18.6540 -13.2180,-18.5020 -13.4310,-18.7940
h server/net/server/frame/guard/token5.tsx 3310 -11.1560,-22.4530 -10.9580,-22.1290 -11.1880,-21.9890 -11.3860,-22.3130
h server/net/server/frame/guard/metric8.rs 3310 -11.1580,-22.4530 -10.9580,-22.1310 -11.1860,-21.9890 -11.3860,-22.3120
h server/net/server/frame/guard/index2.go 3311 -11.3420,-20.6210 -11.3420,-20.6210 -11.3420,-20.6210 -11.3420,-20.6210
h server/net/server/frame/guard/metric0.md 3311 -12.1640,-20.4840 -12.1640,-20.4840 -12.1640,-20.4840 -12.1640,-20.4840
h packages/pages/session/theme/shard1.tsx 3315 -12.3350,-20.7370 -12.3350,-20.7370 -12.3350,-20.7370 -12.3350,-20.7370
h packages/pages/session/theme/theme69.rs 3315 -12.3390,-20.3120 -12.2290,-20.2880 -12.2370,-20.2500 -12.3470,-20.2740
h packages/pages/session/theme/guard74.py 3316 -13.4320,-21.2680 -13.1370,-21.4920 -12.9860,-21.2930 -13.2800,-21.0690
h packages/pages/session/theme/account17.py 3317 -12.9040,-21.2280 -12.7740,-21.0320 -12.8640,-20.9720 -12.9940,-21.1680
h packages/pages/session/theme/form35.go 3317 -13.3530,-20.9750 -13.1000,-21.1100 -13.0060,-20.9330 -13.2580,-20.7980
h services/parser/query/plan/server41.json 3322 26.9440,-3.8830 27.1650,-3.9880 27.2690,-3.7690 27.0480,-3.6630
h core/media/trace/mapper/chart/limit/policy1.json 3333 26.0910,-7.1230 26.2850,-7.3010 26.4450,-7.1270 26.2510,-6.9500
h core/media/trace/mapper/chart/limit/query16.tsx 3334 25.9390,-5.7810 26.1060,-6.0390 26.2300,-5.9580 26.0640,-5.7010
h core/media/trace/mapper/chart/limit/clock6.json 3335 26.8440,-5.7530 26.9870,-5.6710 26.9080,-5.5360 26.7660,-5.6180
h core/media/trace/mapper/chart/limit/pool17.ts 3335 26.6560,-5.6220 26.7810,-5.5080 26.7110,-5.4310 26.5860,-5.5450
h core/media/trace/mapper/chart/limit/router3.go 3336 26.9020,-6.8690 27.1360,-7.2920 27.3130,-7.1940 27.0790,-6.7710
h core/media/chart/widget/pool/widget25.go 3341 28.1360,-6.5080 28.4590,-6.5150 28.4650,-6.2040 28.1420,-6.1970
h core/media/chart/widget/pool/plan14.py 3342 27.5600,-5.6900 27.6650,-5.9320 27.8910,-5.8350 27.7870,-5.5920
h core/media/chart/widget/pool/policy27.py 3343 26.6430,-4.8350 26.9070,-4.7170 26.8290,-4.5420 26.5650,-4.6590
h core/media/chart/widget/pool/mapper13.go 3344 27.6750,-5.3810 27.9470,-5.6940 28.1690,-5.5010 27.8970,-5.1880
h server/domain/codec/codec/client/user21.tsx 3350 -16.2170,-16.4700 -16.0890,-16.7160 -15.8630,-16.5990 -15.9910,-16.3530
h server/domain/codec/codec/client/layout16.tsx 3351 -16.9890,-15.8860 -16.5970,-15.9540 -16.5650,-15.7710 -16.9580,-15.7030
h server/domain/codec/codec/client/shard26.ts 3352 -16.8980,-15.5420 -16.6200,-15.5980 -16.5790,-15.3960 -16.8570,-15.3400
h server/domain/codec/codec/client/server1.rs 3353 -15.5730,-14.1820 -15.2840,-14.1560 -15.3060,-13.9100 -15.5950,-13.9360
h infra/domain/signer/account/invoice49.sql 3354 -17.3200,-13.3850 -17.2670,-13.7260 -17.1330,-13.7050 -17.1860,-13.3640
h infra/domain/signer/account/widget15.json 3355 -16.4620,-12.3600 -16.0860,-12.2750 -16.1280,-12.0870 -16.5050,-12.1720
h infra/domain/signer/account/sprite17.ts 3356 -15.7730,-12.3360 -15.4080,-12.3890 -15.3710,-12.1330 -15.7360,-12.0800
h infra/domain/signer/account/policy47.sql 3357 -15.9550,-13.8770 -15.9700,-14.1920 -15.6740,-14.2060 -15.6590,-13.8910
h server/net/client/state/buffer/server/widget13.rs 3365 -8.5250,16.4670 -8.3380,16.7560 -8.4420,16.8230 -8.6290,16.5350
h server/net/client/state/buffer/server/query8.py 3366 -7.1040,17.7710 -6.9700,18.0690 -7.1920,18.1690 -7.3260,17.8700
h server/net/client/state/buffer/server/frame7.md 3367 -8.2920,18.5360 -8.2100,18.1820 -8.0260,18.2250 -8.1080,18.5790
h server/net/client/state/buffer/server/account9.py 3368 -7.8990,17.6530 -7.4730,17.3100 -7.2220,17.6230 -7.6470,17.9650
h server/net/client/state/buffer/server/index3.sql 3369 -7.8720,18.4520 -7.8460,18.0400 -7.6560,18.0510 -7.6810,18.4640
h docs/billing/ledger/form/server5.md 3376 23.2260,6.9390 23.3360,7.3480 23.1530,7.3980 23.0430,6.9890
h docs/billing/ledger/form/retry13.md 3377 21.5300,8.0270 21.6530,8.4080 21.4130,8.4860 21.2890,8.1050
h docs/billing/ledger/form/buffer14.md 3378 21.0040,8.5200 21.1770,8.7870 20.9670,8.9220 20.7950,8.6550
h docs/billing/ledger/form/plan6.md 3379 22.1710,7.8310 22.3260,7.4620 22.6620,7.6030 22.5070,7.9720
h docs/graph/theme/table/server3.py 3388 20.3250,9.7080 20.3250,9.7070 20.3250,9.7080 20.3250,9.7080
h docs/graph/theme/table/modal0.sql 3388 20.4000,10.0520 20.4130,10.1930 20.3040,10.2030 20.2900,10.0620
h docs/graph/theme/table/limit1.rs 3388 20.4270,10.3390 20.4650,10.5460 20.3110,10.5740 20.2730,10.3670
h docs/graph/theme/table/account2.go 3388 20.2020,10.4780 20.2080,10.4350 20.2350,10.4390 20.2290,10.4820
h server/domain/codec/codec/client/token8.tsx 3390 -17.4870,-18.3480 -17.1820,-18.5210 -17.0550,-18.2990 -17.3600,-18.1250
h server/domain/codec/codec/client/metric23.tsx 3391 -17.7330,-18.2800 -17.4750,-18.0330 -17.6500,-17.8500 -17.9080,-18.0960
h server/domain/codec/codec/client/form31.tsx 3392 -17.9310,-17.9330 -17.6940,-17.5650 -17.8770,-17.4480 -18.1130,-17.8160
h server/domain/codec/codec/client/limit32.ts 3393 -16.5730,-17.5700 -16.5550,-17.7700 -16.3590,-17.7520 -16.3770,-17.5520
h packages/hooks/session/metric0.md 3399 -14.9080,-19.4560 -14.5620,-19.1350 -14.7150,-18.9700 -15.0610,-19.2910
h packages/hooks/session/account6.json 3400 -14.8900,-18.9220 -14.8100,-18.6480 -14.9340,-18.6120 -15.0140,-18.8860
h packages/hooks/session/guard1.py 3401 -16.6350,-18.5350 -16.6360,-18.7900 -16.4850,-18.7910 -16.4850,-18.5350
h mobile/codec/guard3.go 3408 6.6930,18.2840 7.0980,18.1930 7.1550,18.4490 6.7500,18.5400
h mobile/codec/user2.py 3409 7.2020,18.9590 7.4550,18.9470 7.4610,19.0690 7.2080,19.0800
h mobile/codec/signer7.json 3410 7.8290,17.6000 8.1630,18.0050 8.0100,18.1310 7.6760,17.7260
h mobile/codec/theme0.py 3410 7.8030,17.6110 8.1760,17.9800 8.0370,18.1210 7.6630,17.7520
h mobile/net/session12.md 3413 9.2280,18.6850 9.3890,18.9330 9.1720,19.0740 9.0110,18.8260
h mobile/net/query7.json 3414 7.8250,19.1140 8.1310,19.1360 8.1130,19.3960 7.8060,19.3740
h mobile/net/plan6.tsx 3415 8.3970,19.2770 8.6130,19.4680 8.4720,19.6280 8.2560,19.4380
h mobile/net/policy1.sql 3415 8.6250,19.6850 8.6920,19.4670 8.7950,19.4980 8.7280,19.7170
h packages/hooks/clock/shard/token/loader9.py 3418 -3.5170,-21.5890 -2.9960,-21.9670 -2.8700,-21.7930 -3.3900,-21.4150
h packages/hooks/clock/shard/token/router24.json 3419 -1.9880,-21.7600 -1.6410,-21.4810 -1.7430,-21.3540 -2.0900,-21.6330
h packages/hooks/clock/shard/token/client13.sql 3420 -2.1380,-21.4570 -1.8760,-21.3780 -1.9550,-21.1160 -2.2170,-21.1950
h packages/hooks/clock/shard/token/account5.tsx 3421 -2.6380,-20.8170 -2.3350,-20.6730 -2.4330,-20.4660 -2.7360,-20.6100
h packages/hooks/clock/shard/token/event8.rs 3422 -2.3960,-21.7670 -2.1760,-21.4370 -2.4990,-21.2210 -2.7200,-21.5510
h web/store/session/buffer/shard/client/user16.json 3423 10.2330,18.5240 10.4990,18.5110 10.5080,18.7050 10.2420,18.7170
h web/store/session/buffer/shard/client/panel30.sql 3424 9.7360,18.8080 9.9030,18.5790 10.1110,18.7320 9.9430,18.9610
h web/store/session/buffer/shard/client/reducer26.sql 3425 11.2200,18.4480 11.3450,18.8170 11.1710,18.8760 11.0460,18.5070
h web/store/session/buffer/shard/client/limit4.sql 3426 10.3030,18.8640 10.7160,18.6870 10.8260,18.9430 10.4120,19.1200
h scripts/schema/signer5.py 3433 -15.5310,18.4150 -15.3860,18.5550 -15.4320,18.6020 -15.5760,18.4630
h scripts/schema/invoice2.sql 3433 -15.9680,18.6140 -15.8440,18.8530 -16.0720,18.9710 -16.1950,18.7320
h scripts/schema/widget4.py 3433 -16.0330,19.0340 -15.7120,18.8310 -15.5950,19.0160 -15.9170,19.2190
h scripts/schema/client3.md 3434 -17.0910,19.4210 -16.9480,19.3760 -16.9140,19.4840 -17.0570,19.5290
h scripts/schema/sprite9.tsx 3434 -16.7040,19.5820 -16.6910,19.3980 -16.5620,19.4070 -16.5750,19.5910
h web/stream/client/index/state10.go 3442 21.5400,-18.5740 21.7590,-18.2890 21.6390,-18.1970 21.4200,-18.4820
h web/stream/client/index/form11.sql 3443 20.1010,-16.6840 20.3150,-17.2240 20.5920,-17.1150 20.3790,-16.5740
h web/stream/client/index/client26.tsx 3443 20.1330,-16.6900 20.3010,-17.1940 20.5600,-17.1080 20.3920,-16.6040
h web/stream/client/index/signer14.sql 3444 21.1570,-15.8840 21.3550,-16.8460 21.7270,-16.7690 21.5300,-15.8070
h web/stream/client/index/event7.md 3444 21.1300,-15.8750 21.3690,-16.8700 21.7540,-16.7770 21.5150,-15.7830
h web/stream/client/index/retry17.rs 3446 22.8940,-16.4130 22.9850,-16.2270 22.8430,-16.1570 22.7520,-16.3430
h web/stream/client/index/ledger53.tsx 3447 23.4090,-16.0860 23.6230,-16.2990 23.7250,-16.1960 23.5110,-15.9830
h web/stream/client/index/buffer37.ts 3448 21.8510,-15.4370 21.8740,-15.1890 21.6820,-15.1710 21.6590,-15.4190
h web/stream/client/index/chart24.md 3449 22.4010,-14.7930 22.6120,-14.5640 22.4730,-14.4350 22.2610,-14.6640
h web/stream/client/index/account43.go 3450 23.3730,-14.4610 23.5300,-14.8790 23.7760,-14.7870 23.6190,-14.3690
h vendor/search/frame/table/session0.json 3456 6.2150,18.0140 6.2460,17.5940 6.5050,17.6140 6.4730,18.0340
h vendor/search/frame/table/reducer1.json 3457 5.8710,18.3040 6.2160,18.1960 6.2990,18.4600 5.9540,18.5690
h vendor/search/frame/table/codec2.tsx 3458 4.8030,18.7670 4.9490,18.4530 5.1780,18.5600 5.0310,18.8740
h mobile/model/ledger43.ts 3463 5.6880,19.0630 6.0600,18.9280 6.1560,19.1950 5.7850,19.3300
h mobile/model/modal24.py 3464 4.8830,19.2110 5.1320,19.1830 5.1590,19.4320 4.9110,19.4590
h mobile/model/sprite13.md 3465 6.5010,19.9880 6.6940,19.7110 6.8440,19.8160 6.6510,20.0930
h mobile/model/server22.rs 3466 6.0030,20.4930 6.1810,20.6050 6.0690,20.7830 5.8910,20.6710
h mobile/model/server35.sql 3473 5.3470,21.1410 5.3650,20.8500 5.6550,20.8680 5.6370,21.1590
h mobile/model/pool39.rs 3474 4.4820,20.9160 4.7480,20.8020 4.8300,20.9930 4.5650,21.1070
h mobile/model/reducer26.tsx 3474 5.1130,20.8790 5.1940,21.2900 4.8890,21.3490 4.8080,20.9380
h mobile/model/plan20.go 3475 4.0300,21.1300 4.4120,21.0640 4.4570,21.3210 4.0750,21.3870
h services/parser/query/plan/table/user0.rs 3478 23.6440,6.9400 23.9410,6.8380 24.0340,7.1060 23.7360,7.2080
h services/parser/query/plan/table/token1.py 3479 24.2300,6.9870 24.4380,6.8270 24.5840,7.0170 24.3760,7.1770
h services/parser/query/plan/table/policy2.md 3480 24.8660,6.8260 25.0980,6.8970 25.0530,7.0440 24.8210,6.9730
h vendor/api/user/signer/codec6.go 3489 -17.5050,2.4070 -17.4980,2.3210 -17.4210,2.3270 -17.4290,2.4140
h vendor/api/user/signer/reducer75.go 3489 -17.3120,2.4020 -17.2800,2.5190 -17.3450,2.5360 -17.3770,2.4200
h vendor/api/user/signer/reducer73.md 3489 -17.6840,2.5170 -17.5790,2.4040 -17.4900,2.4860 -17.5960,2.5990
h vendor/api/user/signer/retry69.tsx 3489 -17.4160,2.4360 -17.3720,2.5470 -17.4560,2.5800 -17.5000,2.4690
h web/store/panel/client/shard5.md 3496 -18.2160,3.3500 -17.8120,3.4640 -17.8850,3.7230 -18.2890,3.6090
h vendor/api/user/client2.rs 3497 -18.9760,3.4810 -18.7030,3.2840 -18.5320,3.5220 -18.8050,3.7190
h web/store/panel/client/guard6.tsx 3498 -17.8910,4.7030 -17.6490,4.4800 -17.5100,4.6310 -17.7520,4.8530
h web/store/panel/client/table4.md 3499 -18.7150,8.0980 -18.4640,8.2660 -18.5620,8.4130 -18.8130,8.2450
h web/store/panel/client/index0.md 3500 -17.9610,4.1130 -17.5200,4.1310 -17.5310,4.4090 -17.9730,4.3910
h server/net/server/client/panel9.rs 3510 -19.2480,2.8920 -19.1690,3.1130 -19.3270,3.1700 -19.4060,2.9480
h server/net/server/client/table11.json 3511 -19.6400,3.4900 -19.3930,3.2790 -19.2040,3.5000 -19.4510,3.7110
h server/net/server/client/policy12.go 3512 -19.6440,4.4040 -19.6090,4.1010 -19.4370,4.1210 -19.4730,4.4240
h server/net/server/client/sprite3.go 3513 -20.7420,4.5600 -20.5050,4.6970 -20.5780,4.8250 -20.8160,4.6880
h server/net/server/client/codec10.json 3514 -19.7280,2.7190 -19.4240,2.5550 -19.3110,2.7630 -19.6150,2.9270
h packages/hooks/clock/shard/token/clock38.sql 3524 -7.2070,-21.2780 -7.0090,-21.4730 -6.9010,-21.3630 -7.0990,-21.1680
h packages/hooks/clock/shard/token/invoice69.rs 3524 -7.2090,-21.2860 -7.0010,-21.4700 -6.8990,-21.3550 -7.1070,-21.1710
h packages/hooks/clock/shard/token/policy14.py 3525 -6.8000,-20.7180 -6.7380,-20.9750 -6.4930,-20.9160 -6.5550,-20.6590
h packages/hooks/clock/shard/token/chart31.sql 3526 -6.4450,-20.7230 -6.3650,-20.9530 -6.1720,-20.8860 -6.2520,-20.6560
h server/domain/codec/panel/ledger/trace7.sql 3530 -11.7400,-23.2320 -11.6090,-23.5390 -11.4780,-23.4830 -11.6090,-23.1760
h server/net/server/frame/guard/hasher10.py 3531 -10.8670,-22.7420 -10.6270,-22.7590 -10.6130,-22.5650 -10.8530,-22.5480
h server/net/server/frame/guard/layout14.tsx 3532 -8.9350,-22.8700 -8.6390,-22.5120 -8.8410,-22.3440 -9.1380,-22.7020
h server/net/server/frame/guard/layout13.go 3533 -10.6830,-22.0660 -10.5550,-22.3300 -10.3550,-22.2340 -10.4830,-21.9690
h server/domain/codec/panel/ledger/signer4.json 3534 -8.3660,-21.9270 -8.3440,-21.6330 -8.4960,-21.6220 -8.5170,-21.9160
h server/net/server/frame/guard/modal4.json 3535 -9.5050,-21.6880 -9.2000,-21.7790 -9.1400,-21.5770 -9.4450,-21.4860
h server/domain/codec/panel/ledger/reducer1.ts 3536 -12.1890,-23.9020 -12.0420,-23.5870 -12.3340,-23.4510 -12.4810,-23.7650
h server/domain/codec/panel/ledger/plan3.md 3537 -10.6780,-23.3030 -10.4640,-23.1450 -10.5450,-23.0350 -10.7590,-23.1930
h server/domain/codec/panel/ledger/frame6.tsx 3538 -9.3590,-22.3440 -9.1290,-22.5140 -8.9820,-22.3140 -9.2120,-22.1440
h server/net/server/frame/guard/user3.md 3539 -9.1500,-22.0970 -8.9560,-21.8750 -9.1020,-21.7480 -9.2950,-21.9700
h packages/hooks/clock/shard/token/policy53.md 3548 -4.4770,-23.0190 -4.2160,-22.8990 -4.3360,-22.6380 -4.5970,-22.7580
h packages/hooks/clock/shard/token/query50.rs 3549 -8.1940,-22.9210 -8.1700,-22.5380 -8.3370,-22.5270 -8.3610,-22.9100
h packages/hooks/clock/shard/token/pool67.sql 3550 -5.2590,-21.9010 -5.1280,-22.2020 -4.9870,-22.1400 -5.1180,-21.8400
h packages/hooks/clock/shard/token/session1.json 3551 -4.3720,-21.9390 -4.1260,-22.0500 -4.0480,-21.8770 -4.2940,-21.7670
h packages/hooks/clock/shard/token/plan47.json 3552 -7.6770,-22.3280 -7.6720,-22.6910 -7.4120,-22.6880 -7.4160,-22.3240
h packages/hooks/clock/shard/token/modal10.tsx 3553 -7.3250,-22.6080 -6.9380,-22.6420 -6.9060,-22.2820 -7.2940,-22.2480
h packages/hooks/clock/shard/token/layout25.rs 3554 -6.4110,-22.0350 -6.3450,-22.5420 -5.9770,-22.4940 -6.0430,-21.9870
h packages/hooks/clock/shard/token/frame58.rs 3555 -7.7030,-22.0530 -7.4070,-22.2240 -7.2520,-21.9550 -7.5480,-21.7840
h services/codec/frame/mapper/form15.ts 3558 23.3820,-10.3630 23.8670,-10.1700 23.7520,-9.8810 23.2670,-10.0740
h services/codec/frame/mapper/codec2.json 3559 24.0410,-10.1310 24.2920,-9.9660 24.1460,-9.7430 23.8950,-9.9090
h services/codec/frame/mapper/modal5.tsx 3560 24.7170,-9.9010 24.8360,-9.6820 24.6180,-9.5630 24.4990,-9.7820
h services/codec/frame/mapper/server7.md 3561 23.0840,-9.4550 23.4300,-9.4880 23.4490,-9.2930 23.1020,-9.2600
h services/codec/frame/mapper/hasher4.sql 3562 23.2300,-8.7830 23.2500,-8.5700 23.0770,-8.5530 23.0570,-8.7670
h tests/util/query/retry0.sql 3566 14.3030,19.1340 14.4840,19.3400 14.3460,19.4610 14.1650,19.2550
h tests/util/query/frame10.py 3567 13.6890,19.2100 13.8140,19.5910 13.5960,19.6620 13.4720,19.2810
h tests/util/query/clock11.sql 3568 12.4020,19.7810 12.5850,20.1370 12.3970,20.2330 12.2140,19.8770
h tests/util/query/signer4.tsx 3569 13.2540,20.6120 13.5650,20.5760 13.5890,20.7830 13.2780,20.8190
h packages/hooks/reducer/loader3.ts 3574 -0.9980,-23.0700 -0.9800,-23.2990 -0.8310,-23.2870 -0.8500,-23.0580
h packages/hooks/reducer/frame1.ts 3575 -1.7250,-21.9290 -1.5480,-22.1420 -1.4130,-22.0300 -1.5900,-21.8170
h packages/hooks/reducer/limit2.py 3576 -1.5430,-23.5290 -1.3220,-23.4930 -1.3450,-23.3530 -1.5670,-23.3890
h packages/hooks/reducer/reducer0.md 3576 -1.8380,-23.4840 -1.8300,-23.2950 -1.9550,-23.2900 -1.9620,-23.4790
h core/stream/theme/account/chart2.tsx 3579 19.2850,-20.4850 19.3090,-20.5890 19.3660,-20.5760 19.3420,-20.4720
h core/stream/theme/account/codec4.tsx 3579 19.4910,-20.4070 19.5640,-20.3880 19.5520,-20.3430 19.4790,-20.3620
h core/stream/theme/account/account9.sql 3580 19.9600,-19.0330 20.0660,-19.3100 20.1470,-19.2790 20.0420,-19.0020
h core/stream/theme/account/state11.sql 3581 20.7530,-19.0450 20.8450,-19.2680 20.9410,-19.2280 20.8490,-19.0050
h core/stream/theme/account/client10.rs 3581 21.1530,-19.0910 21.2540,-19.0570 21.2340,-18.9970 21.1330,-19.0320
h core/media/table/query/limit/loader/signer70.ts 3584 17.0080,-19.9590 17.0120,-20.2560 17.1960,-20.2530 17.1920,-19.9560
h core/media/table/query/limit/loader/ledger79.py 3584 17.2480,-20.1460 17.4480,-20.2280 17.5240,-20.0440 17.3240,-19.9620
h core/media/table/query/limit/loader/state48.ts 3584 17.0860,-19.9030 17.1890,-19.8900 17.1790,-19.8080 17.0760,-19.8210
h core/media/table/query/limit/loader/server77.sql 3585 17.0510,-20.4440 17.0690,-20.6370 17.2050,-20.6250 17.1870,-20.4320
h core/media/table/query/limit/loader/frame17.ts 3585 17.2010,-20.3740 17.3710,-20.6540 17.5240,-20.5610 17.3540,-20.2810
h packages/hooks/clock/shard/token/session26.go 3592 -3.3710,-24.2370 -3.0180,-24.1480 -3.0900,-23.8620 -3.4430,-23.9510
h packages/hooks/clock/shard/token/guard65.tsx 3593 -3.8990,-22.6910 -3.8920,-23.0590 -3.6470,-23.0540 -3.6540,-22.6860
h packages/hooks/clock/shard/token/user33.md 3594 -3.0930,-22.5270 -2.9060,-22.8130 -2.7160,-22.6900 -2.9020,-22.4030
h packages/hooks/clock/shard/token/mapper0.rs 3595 -3.7070,-22.1210 -3.4930,-22.0760 -3.5270,-21.9170 -3.7400,-21.9620
h packages/hooks/clock/shard/token/chart6.rs 3600 -3.7660,-24.8440 -3.4480,-24.9130 -3.3930,-24.6600 -3.7110,-24.5910
h packages/hooks/clock/shard/token/guard44.go 3600 -3.7660,-24.8430 -3.4490,-24.9140 -3.3920,-24.6610 -3.7100,-24.5900
h packages/hooks/clock/shard/token/codec43.md 3601 -5.1520,-23.4840 -5.0590,-23.9220 -4.8080,-23.8690 -4.9010,-23.4310
h packages/hooks/clock/shard/token/client22.go 3602 -4.0740,-24.5040 -3.8250,-24.3010 -3.9740,-24.1190 -4.2220,-24.3220
h packages/hooks/clock/shard/token/metric30.go 3609 -5.8580,-24.5620 -5.8040,-24.8610 -5.5700,-24.8180 -5.6240,-24.5190
h packages/hooks/clock/shard/token/metric7.ts 3610 -6.1060,-25.1820 -5.7860,-25.1400 -5.8170,-24.9050 -6.1370,-24.9470
h packages/hooks/clock/shard/token/codec28.sql 3611 -6.6530,-24.7120 -6.6440,-25.1930 -6.2840,-25.1860 -6.2920,-24.7060
h packages/hooks/clock/shard/token/event49.ts 3612 -6.2020,-24.6400 -5.8150,-24.4020 -6.0390,-24.0390 -6.4250,-24.2760
h tests/util/query/hasher/mapper55.go 3619 18.7520,18.1760 18.9410,18.0790 19.0120,18.2160 18.8220,18.3130
h tests/util/query/hasher/plan61.tsx 3619 18.8400,18.3590 19.0290,18.2500 19.1070,18.3860 18.9180,18.4950
h tests/util/query/hasher/metric44.ts 3619 18.7840,18.2040 18.8770,18.4750 18.6890,18.5400 18.5960,18.2690
h tests/util/query/hasher/form19.md 3619 19.1600,18.4980 19.1850,18.6000 19.1030,18.6200 19.0780,18.5190
h tests/util/query/hasher/router0.rs 3619 19.0090,18.4950 19.1050,18.6800 18.9810,18.7440 18.8850,18.5580
h tests/util/server/metric/metric0.ts 3626 17.2430,20.8610 17.4270,21.1410 17.2660,21.2470 17.0820,20.9660
h tests/util/server/metric/invoice11.py 3627 16.3720,21.5100 16.5900,21.6010 16.5290,21.7490 16.3110,21.6580
h tests/util/server/metric/widget6.go 3628 15.6020,21.0280 16.0200,21.1110 15.9610,21.4070 15.5440,21.3250
h tests/util/server/metric/buffer12.json 3629 17.0680,21.1020 17.2990,21.5900 16.9470,21.7570 16.7150,21.2690
h tests/util/query/hasher/token12.ts 3635 18.7370,19.3770 18.8420,19.1690 18.9870,19.2410 18.8810,19.4500
h tests/util/query/hasher/account29.sql 3636 18.5550,19.1650 18.6420,19.4510 18.3980,19.5250 18.3110,19.2390
h tests/util/query/hasher/loader80.go 3637 17.8070,20.9300 17.9170,21.2230 17.7750,21.2760 17.6650,20.9830
